	header	desc	author	date
129	Don’t Count On Another Rally Failure	Powerful Friday gains as it was a long awaited positive week for the stock market. Some expecting another rally failure but some are looking for a 10% rally. The Viper Report’s Tom Aspray discusses a rare technical development that may influence how you approach the stock market in the week ahead.	Tom Aspray	Jun 26, 2022
130	Jack Dorsey Was Right, And So Was I: Cash Is Bad For Us	A detailed study by the Asian Development Bank found that an increase in the fintech development level has a significant association with decrease in crime because fintech reduces cash holdings (and, rather interestingly, providing more job opportunities).	David G.W. Birch	Jun 26, 2022
131	The Junk Asset Class Yet To Implode	If we enter a recession, these floating rate loans will bear two simultaneous burdens: rising interest payments along with collapsing revenues. That’s a classic recipe for bankruptcy.	James Berman	Jun 26, 2022
132	What Could The Fed Do Instead Of Causing A Recession?	With a new tool the Fed could slow inflation humanely. The Fed could designate that their digital currency accounts owned by the ordinary public could get especially high interest rates. That would encourage savings, less consumption, and lower prices while avoiding a recession.	Teresa Ghilarducci	Jun 26, 2022
133	3 Crucial Rules For Surviving And Thriving After A Bear Market	Rising fears of an impending economic downturn have added to investors’ fears that things could continue to get worse. How can we overcome our feelings to make wiser investment decisions? This article will provide three crucial rules for surviving and thriving after the bear market.	Bill Stone	Jun 26, 2022
134	3 Extra-Large Dividends You Collect Every Month	Based on stability alone, I know which one I would pick.	Brett Owens	Jun 26, 2022
135	Outlawing Abortion Is An Attack On Class As Well As Gender	Those with financial means can, for now, find a way to get help. Those without will suffer as they do in all aspects of healthcare.	Erik Sherman	Jun 26, 2022
136	4 Stocks That Gained More Than 3.9% On Friday	Added attraction: these are all stocks with price-earnings ratios lower than that of the market as a whole (19).	John Navin	Jun 25, 2022
137	Department Of Justice Proposes Final Rule To End CARES Act For Home Confinement For Federal Prisoners	"President Joe Biden issued an executive order meant to ""reform our broader criminal justice system so that it protects and serves all people equally."" Even given the tools to reduce the prison population, the BOP is failing in its mission."	Walter Pavlo	Jun 25, 2022
138	This Unsung Fund Holds S&P 500 Stocks, Yields 7.9%	CEF investors are doing what we always do: collecting our 7%+ dividends as we patiently move through to brighter days.	Michael Foster	Jun 25, 2022
139	How To Qualify For $6 Billion Of Student Loan Forgiveness	Here’s how to qualify for $6 billion of student loan cancellation.	Zack Friedman	Jun 25, 2022
140	Do Ukraine And Roe V. Wade Mean The End Of Democracy?	Democracy is under threat - notably from the January 6 insurrection, the recent over turning of Roe v Wade and the rot in British politics - is Europe and France the last bastion of democracy?	Mike O'Sullivan	Jun 25, 2022
141	The Great Bond Crash Of 2022!	The back-to-back quarterly losses of nearly 18% in the Dow Jones Corporate Bond Average is the third worst six-month period since 1929 (See chart): Chart 1, Dow Jones Bond Average – Top 5 Worst Quarterly Losses since 1920 This has rattled investors who, for 40 years, turned to bonds and bond fund...	Kenneth G. Winans	Jun 24, 2022
142	Inflation Blame Game Targets Consumers And Workers	Even though regular people didn’t pull down the vast majority of created income and wealth, it’s easy to point the finger.	Erik Sherman	Jun 24, 2022
143	Exceptionally Good Conditions For Stock Bull Market Launch In July	A remarkable combination of indicators foretells the next bull market	John S. Tobey	Jun 24, 2022
144	Small Cap Stock Watch: The Best And Worst Performers This Week	Bankrupt Revlon enjoyed a bizarre retail-fueled surge, and an Indian streaming service has doubled in its first two weeks on the public markets.	Hank Tucker	Jun 24, 2022
145	Dow Jumps 800 Points, Stocks Snap Three-Week Losing Streak After Inflation Expectations Ease	“It seems Wall Street is starting to believe that even if the economy has a recession, it will be a short one,” one analyst says.	Sergei Klebnikov	Jun 24, 2022
146	Warren Buffett Beefs Up Occidental Petroleum Bet	Billionaire investor bought about $500 million in shares of the energy giant	GuruFocus	Jun 24, 2022
147	Funding A Charitable Remainder Trust With Artwork	The global art market’s has made a recovery with robust sales by dealers and auction houses in 2021. Considering selling your art? Avoid paying tax by selling your artwork through a Charitable Remainder Trust, if you are careful.	Matthew Erskine	Jun 24, 2022
148	Gun Law Changes Will Impact Legal Advisors	Just days later, the Supreme Court announced its decision in New York Rifle & Pistol Association v. Bruen, where the court struck down New York’s law requiring applicants for a concealed handgun license show “proper cause” before receiving their permit.	Alan Gassman	Jun 24, 2022
149	Electric Truckmaker Nikola Prods Investors To Back 200 Million-Share Increase	The maker of battery- and hydrogen-powered trucks is pleading with investors to approve the company’s plan to raise cash with a massive share sale.	Alan Ohnsman	Jun 24, 2022
150	Political Ads Targeting Inflation Ahead Of Midterm Elections Could Force The Fed To Keep Hiking Rates: Goldman Sachs	With high prices a key issue for voters this fall, rising inflation expectations could lead to further monetary policy tightening from the Federal Reserve, analysts predict.	Sergei Klebnikov	Jun 24, 2022
151	Education Department Approves $8.1 Billion In Student Loan Forgiveness Under Expiring Program — Will Biden Extend It?	The Biden administration announced that it has approved over $8 billion in student loan forgiveness under a temporary expansion of the Public Service Loan Forgiveness (PSLF) program. But the initiative is set to end in just a few months. And advocates are calling on Biden to extend it.	Adam S. Minsky	Jun 24, 2022
152	To Put The G7 Back In Business, Strike A New Deal On The Dollar	To leave Germany without some kind of cooperation pact on currency moves—or at a minimum, rules-of-the-road for the rest of 2022—would remind world markets why they’ve come to ignore the G-7.	William Pesek	Jun 24, 2022
153	Kellogg Company Announces Plan To Separate Into Three Independent Publicly Traded Companies	K, $67.92, Market Capitalization: $22.95 billion), a global leader in manufacturing and marketing of snacks and convenience foods, announced its plan to separate North American cereal and plant-based foods businesses, resulting in three independent public companies.	Joe Cornell	Jun 24, 2022
154	New Home Sales Unexpectedly Rise But Housing Market Still ‘Cratering’—Here’s When Experts Predict Prices Will Fall	“Don’t be deceived,” says one expert about the surprise bounce in sales last month: The market is “rolling over” and “prices are under pressure.”	Jonathan Ponciano	Jun 24, 2022
155	Alibaba Leads Hong Kong Internet Charge, Week In Review	Asia ended the week on a positive note except for Pakistan, which was off by nearly -4%.	Brendan Ahern	Jun 24, 2022
156	Supreme Court Gives Taxpayers In IRS Collections Cases A Win	In late May the Supreme Court handed taxpayers with certain types of collections actions before the IRS a big win with its decision in Boechler, P.C. v. Commissioner of Internal Revenue.	Amber Gray-Fenner	Jun 24, 2022
157	How Overturning Roe V. Wade Affects Taxpayer-Funded Abortions	Experts predict the reversal of Roe v. Wade will lead to all but total bans on abortion in about half of the states. The impact on Medicaid dollars spent on the procedure is likely to be lower.	Liz Farmer	Jun 24, 2022
158	Retail Pricing Strategies in Flux as Economy Wilts	Success in traditional retailing hinges on the ability to anticipate and shape trends, forecast demand, and efficiently price goods.	Greg Petro	Jun 24, 2022
159	Multiple Signals Now Point To U.S. Recession	Several metrics now show a high likelihood of a U.S. recession, however, this may be priced into stocks.	Simon Moore	Jun 24, 2022
160	What’s New With T-Mobile Stock?	While wireless carrier stocks, in general, have outperformed this year as investors seek the stability of the sector’s consistent cash flows and lower valuations as the U.S. enters a tighter monetary policy environment, T-Mobile stock has fared much better than rivals such as Verizon (down 3% yea...	Trefis Team	Jun 24, 2022
161	Cash Burn: Stocks That Could Go To $0 As Fed Raises Rates: Carvana	Time is running out for cash-burning companies kept afloat with easy/cheap access to capital.	David Trainer	Jun 24, 2022
162	Biggest Valuation Disconnects In The S&P 500	40 companies, or just 8% of companies in the S&P 500, account for 50% of the Core Earnings for the entire S&P 500	David Trainer	Jun 24, 2022
163	How To Pay For College Without Student Loans	While student loan dominate the headlines, it's still possible to pay for college without the debt.	Robert Farrington	Jun 24, 2022
164	FDA Bans All Juul Products In The United States	The FDA’s decision could shift how health advocates and regulators manage the social and physical impacts of e-cigarettes.	Q.ai - Powering a Personal Wealth Movement	Jun 24, 2022
165	With Aluminum Prices On The Decline, What Next For Alcoa?	The shares of Alcoa (NYSE: AA) - a leading producer of aluminum products and alumina - remain down by about 19% year-to-date and are off by around 49% from highs seen in March.	Trefis Team	Jun 24, 2022
166	Asia’s Richest Billionaire, Gautam Adani, Pledges $7.7 Billion For Charity	Gautam Adani and his family have pledged to donate 600 billion rupees ($7.7 billion) to a range of social causes to mark his 60th birthday on Friday and to pay tribute to the birth centenary year of his father, Shantilal Adani.	Gloria Haraito	Jun 24, 2022
167	Markets Looking For A Winning Week	It has been a relatively quiet week for economic news; however, later this morning will bring the latest Consumer Confidence Index as well as a reading on new home sales for May.	JJ Kinahan	Jun 24, 2022
